City_ID,City,Country,Lat,Lng,Max Temp(C),Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Cape Town,ZA,-33.9258,18.4232,22.23,27,0,5.91,clear sky,2021-06-06 22:56:22
1,Yellowknife,CA,62.456,-114.3525,10.31,53,100,1.79,overcast clouds,2021-06-06 23:00:20
2,Beatrice,US,40.2681,-96.747,29.36,57,40,3.6,scattered clouds,2021-06-06 23:03:47
3,Nome,US,64.5011,-165.4064,2.87,83,100,2.14,overcast clouds,2021-06-06 23:03:49
4,Georgetown,MY,5.4112,100.3354,26.96,90,20,1.32,few clouds,2021-06-06 23:00:14
5,Ullapool,GB,57.8987,-5.1604,12.19,81,99,0.89,overcast clouds,2021-06-06 23:03:51
6,Rikitea,PF,-23.1203,-134.9692,24.87,83,98,6.81,overcast clouds,2021-06-06 22:57:05
7,Ushuaia,AR,-54.8,-68.3,1.82,95,86,3.91,overcast clouds,2021-06-06 23:00:10
8,Busselton,AU,-33.65,115.3333,7.83,78,0,3.5,clear sky,2021-06-06 23:01:46
9,Te Anau,NZ,-45.4167,167.7167,5.84,84,12,0.54,few clouds,2021-06-06 23:03:57
10,Sibolga,ID,1.7427,98.7792,23.77,79,76,1.4,broken clouds,2021-06-06 23:03:58
11,Marawi,PH,7.9986,124.2928,18.14,86,99,0.85,overcast clouds,2021-06-06 23:01:42
12,Saskylakh,RU,71.9167,114.0833,4.02,56,77,2.05,broken clouds,2021-06-06 23:00:50
13,New Norfolk,AU,-42.7826,147.0587,14.4,78,100,0.89,overcast clouds,2021-06-06 23:00:05
14,Arraial Do Cabo,BR,-22.9661,-42.0278,23.34,86,100,9.15,overcast clouds,2021-06-06 23:04:05
15,Ust-Nera,RU,64.5667,143.2,17.45,62,100,3.03,overcast clouds,2021-06-06 23:04:06
16,Tamandare,BR,-8.7597,-35.1047,24.52,85,39,3.7,scattered clouds,2021-06-06 23:02:06
17,Albany,US,42.6001,-73.9662,29.86,55,46,2.25,scattered clouds,2021-06-06 23:01:10
18,Punta Arenas,CL,-53.15,-70.9167,5.06,75,0,5.28,clear sky,2021-06-06 22:58:55
19,Kapaa,US,22.0752,-159.319,28.44,70,20,1.34,few clouds,2021-06-06 23:02:23
20,Ribeira Grande,PT,38.5167,-28.7,18.42,87,100,3.42,overcast clouds,2021-06-06 23:00:44
21,Lithakia,GR,37.7167,20.8333,17.65,81,11,1.33,few clouds,2021-06-06 23:04:14
22,Atuona,PF,-9.8,-139.0333,26.77,62,61,3.01,broken clouds,2021-06-06 22:59:06
23,Tiksi,RU,71.6872,128.8694,6.57,64,100,0.69,overcast clouds,2021-06-06 23:04:16
24,Tasiilaq,GL,65.6145,-37.6368,5.09,91,98,2.34,overcast clouds,2021-06-06 23:04:18
25,Khatanga,RU,71.9667,102.5,1.34,89,97,3.12,overcast clouds,2021-06-06 23:00:47
26,Castro,BR,-24.7911,-50.0119,15.75,71,96,1.56,overcast clouds,2021-06-06 23:04:20
27,Mar Del Plata,AR,-38.0023,-57.5575,12.29,68,0,4.02,clear sky,2021-06-06 22:57:29
28,Narsaq,GL,60.9167,-46.05,12.12,66,100,1.52,overcast clouds,2021-06-06 23:04:22
29,Makinsk,KZ,52.6292,70.4169,11.12,46,5,1.34,clear sky,2021-06-06 23:04:24
30,Muncar,ID,-8.4333,114.3333,23.94,93,38,0.64,scattered clouds,2021-06-06 23:04:25
31,Vaini,TO,-21.2,-175.2,25.09,78,75,6.17,broken clouds,2021-06-06 22:57:02
32,Roma,US,43.2128,-75.4557,31.92,47,1,3.6,clear sky,2021-06-06 23:04:27
33,Shklo,UA,49.9567,23.5441,13.33,88,13,1.48,few clouds,2021-06-06 23:04:29
34,Brentwood,US,40.7812,-73.2462,32.3,60,75,1.79,broken clouds,2021-06-06 23:03:25
35,Sinop,TR,41.7711,34.8709,10.64,68,6,3.54,clear sky,2021-06-06 23:04:31
36,North Bend,US,43.4065,-124.2243,19.97,70,7,5.67,clear sky,2021-06-06 23:00:09
37,Mataura,NZ,-46.1927,168.8643,9.71,77,59,1.51,broken clouds,2021-06-06 22:59:52
38,Puerto Ayora,EC,-0.7393,-90.3518,23.64,90,38,0.89,scattered clouds,2021-06-06 23:00:39
39,Qaanaaq,GL,77.484,-69.3632,4.65,76,59,2.41,broken clouds,2021-06-06 22:58:23
40,Galesong,ID,-5.3166,119.3661,21.01,70,26,2.14,scattered clouds,2021-06-06 23:04:38
41,Provideniya,RU,64.3833,-173.3,7.06,61,75,3.0,broken clouds,2021-06-06 23:04:39
42,Ancud,CL,-41.8697,-73.8203,11.24,85,100,7.31,light rain,2021-06-06 23:04:41
43,Gushikawa,JP,26.3544,127.8686,24.0,88,90,3.76,mist,2021-06-06 23:04:42
44,Grand Gaube,MU,-20.0064,57.6608,21.88,85,12,0.89,light rain,2021-06-06 23:04:43
45,Mount Gambier,AU,-37.8333,140.7667,12.95,71,100,8.23,overcast clouds,2021-06-06 23:04:44
46,Clyde River,CA,70.4692,-68.5914,1.13,93,90,5.14,overcast clouds,2021-06-06 23:04:46
47,Carnarvon,AU,-24.8667,113.6333,19.66,48,100,6.75,overcast clouds,2021-06-06 23:00:21
48,Escuinapa,MX,22.85,-105.8,30.95,51,5,4.69,clear sky,2021-06-06 23:04:48
49,Coahuayana,MX,18.7333,-103.6833,33.71,54,79,3.01,broken clouds,2021-06-06 23:04:49
50,Iqaluit,CA,63.7506,-68.5145,0.85,93,75,2.24,light snow,2021-06-06 22:57:53
51,Barrow,US,71.2906,-156.7887,0.01,86,90,6.17,mist,2021-06-06 23:04:53
52,Batagay-Alyta,RU,67.8006,130.4114,9.48,52,96,3.79,overcast clouds,2021-06-06 23:02:35
53,Hermanus,ZA,-34.4187,19.2345,19.39,44,1,5.11,clear sky,2021-06-06 23:00:28
54,Millinocket,US,45.6573,-68.7098,29.01,61,1,0.0,clear sky,2021-06-06 23:04:56
55,East London,ZA,-33.0153,27.9116,16.82,39,0,4.13,clear sky,2021-06-06 22:58:53
56,Tinskoy,RU,56.1525,96.9161,10.43,75,67,5.64,light rain,2021-06-06 23:05:00
57,Mpika,ZM,-11.8343,31.4529,11.96,75,98,3.17,overcast clouds,2021-06-06 23:05:01
58,Thompson,CA,55.7435,-97.8558,17.0,69,100,3.74,overcast clouds,2021-06-06 23:02:51
59,Saint-Philippe,RE,-21.3585,55.7679,22.77,86,77,6.18,light rain,2021-06-06 22:57:20
60,Olafsvik,IS,64.8945,-23.7142,8.39,88,100,1.69,overcast clouds,2021-06-06 23:05:06
61,Matina,CR,10.0761,-83.2895,27.65,81,45,1.38,scattered clouds,2021-06-06 23:05:07
62,Hobart,AU,-42.8794,147.3294,14.59,76,75,1.79,broken clouds,2021-06-06 22:59:59
63,Labuhan,ID,-6.8844,112.2051,25.13,87,15,2.73,few clouds,2021-06-06 23:05:09
64,Faanui,PF,-16.4833,-151.75,27.21,77,82,5.24,broken clouds,2021-06-06 23:01:14
65,Geraldton,AU,-28.7667,114.6,13.23,82,94,7.9,overcast clouds,2021-06-06 23:00:28
66,Mareeba,AU,-17.0,145.4333,20.24,87,86,2.65,overcast clouds,2021-06-06 23:05:13
67,Pisco,PE,-13.7,-76.2167,18.34,82,3,2.65,clear sky,2021-06-06 23:01:04
68,Severo-Kurilsk,RU,50.6789,156.125,6.11,93,100,4.87,overcast clouds,2021-06-06 22:58:40
69,Altamira,BR,-3.2033,-52.2064,25.69,71,55,0.81,broken clouds,2021-06-06 23:05:16
70,Lompoc,US,34.6391,-120.4579,24.45,73,11,4.02,few clouds,2021-06-06 22:59:22
71,Lebu,CL,-37.6167,-73.65,9.33,79,91,1.88,overcast clouds,2021-06-06 22:59:57
72,Cidreira,BR,-30.1811,-50.2056,17.25,76,100,4.94,moderate rain,2021-06-06 23:02:29
73,Bluff,NZ,-46.6,168.3333,9.89,80,61,3.72,broken clouds,2021-06-06 23:01:29
74,Gat,IL,31.61,34.7642,20.38,74,0,0.61,clear sky,2021-06-06 23:02:05
75,Lincoln,US,40.8,-96.667,29.66,58,1,1.79,clear sky,2021-06-06 23:05:23
76,Kurya,RU,51.6003,82.2888,9.77,84,1,2.66,clear sky,2021-06-06 23:05:24
77,Chokurdakh,RU,70.6333,147.9167,3.82,68,99,2.58,overcast clouds,2021-06-06 23:02:44
78,Saint Anthony,US,45.0205,-93.218,33.18,38,1,2.24,clear sky,2021-06-06 23:01:07
79,Kenai,US,60.5544,-151.2583,20.57,66,10,3.32,clear sky,2021-06-06 23:05:28
80,Itoman,JP,26.1247,127.6694,24.43,92,75,6.17,broken clouds,2021-06-06 23:05:29
81,Kahului,US,20.8947,-156.47,26.58,75,30,4.92,scattered clouds,2021-06-06 23:05:30
82,Krasnovishersk,RU,60.4078,57.082,11.5,76,83,0.77,broken clouds,2021-06-06 23:05:32
83,Mount Isa,AU,-20.7333,139.5,15.87,41,0,1.54,clear sky,2021-06-06 23:05:33
84,Buluang,PH,13.3068,123.3425,26.9,85,100,0.37,overcast clouds,2021-06-06 23:05:34
85,Xinye,CN,32.5186,112.3522,25.54,59,99,5.55,overcast clouds,2021-06-06 23:05:36
86,Souillac,MU,-20.5167,57.5167,21.87,85,60,5.53,light rain,2021-06-06 23:00:44
87,Fortuna,US,40.5982,-124.1573,21.22,60,20,2.68,few clouds,2021-06-06 23:05:38
88,Along,IN,28.1667,94.7667,22.07,99,100,0.78,overcast clouds,2021-06-06 23:05:39
89,Ponta Do Sol,PT,32.6667,-17.1,19.35,75,4,2.63,clear sky,2021-06-06 22:58:17
90,Zhangjiakou,CN,40.81,114.8794,21.02,40,98,4.63,overcast clouds,2021-06-06 23:05:42
91,Callaway,US,30.153,-85.5699,29.39,76,1,3.13,clear sky,2021-06-06 23:05:43
92,Rabo De Peixe,PT,37.8,-25.5833,17.73,88,20,1.32,few clouds,2021-06-06 23:05:44
93,Mahebourg,MU,-20.4081,57.7,21.81,83,38,6.34,light rain,2021-06-06 23:01:23
94,Maldonado,UY,-34.6667,-54.9167,10.13,90,22,2.18,few clouds,2021-06-06 23:05:47
95,Hilo,US,19.7297,-155.09,30.16,70,28,4.09,light rain,2021-06-06 22:59:01
96,Tuatapere,NZ,-46.1333,167.6833,9.9,79,18,2.07,few clouds,2021-06-06 23:05:49
97,Zabaykalsk,RU,49.6333,117.3167,18.88,36,0,3.86,clear sky,2021-06-06 23:05:50
98,Avarua,CK,-21.2078,-159.775,25.03,61,75,1.54,broken clouds,2021-06-06 22:59:54
99,Bethel,US,41.3712,-73.414,31.6,64,34,2.12,scattered clouds,2021-06-06 22:58:16
100,Vieste,IT,41.8825,16.175,19.65,80,58,2.46,broken clouds,2021-06-06 23:05:54
101,Jamestown,US,42.097,-79.2353,27.83,82,63,1.75,broken clouds,2021-06-06 22:59:57
102,Nogales,MX,31.3086,-110.9422,34.55,12,1,11.07,clear sky,2021-06-06 23:05:56
103,Airai,TL,-8.9266,125.4092,15.53,72,47,1.14,scattered clouds,2021-06-06 23:02:06
104,Hanna,CA,51.6334,-111.9018,18.26,35,82,1.34,broken clouds,2021-06-06 23:01:39
105,Tema,GH,5.667,-0.0166,26.93,80,44,4.76,scattered clouds,2021-06-06 23:06:00
106,Fairbanks,US,64.8378,-147.7164,20.19,55,90,6.17,light rain,2021-06-06 23:06:01
107,Banepa,NP,27.6298,85.5214,21.18,88,75,1.34,broken clouds,2021-06-06 23:06:02
108,Tuktoyaktuk,CA,69.4541,-133.0374,2.0,69,90,4.12,overcast clouds,2021-06-06 22:58:59
109,Hobbs,US,32.7026,-103.136,36.22,19,1,0.89,clear sky,2021-06-06 23:06:05
110,Jacareacanga,BR,-6.2222,-57.7528,26.0,72,99,0.47,overcast clouds,2021-06-06 23:03:12
111,Yar-Sale,RU,66.8333,70.8333,1.71,86,61,4.16,broken clouds,2021-06-06 23:06:08
112,Alofi,NU,-19.0595,-169.9187,24.94,59,54,4.48,broken clouds,2021-06-06 23:06:10
113,Ust-Uda,RU,54.1742,103.0304,8.93,81,43,1.25,scattered clouds,2021-06-06 23:06:11
114,Severouralsk,RU,60.1533,59.952,9.97,75,71,1.93,broken clouds,2021-06-06 23:06:12
115,Camacha,PT,33.0833,-16.3333,17.42,77,40,3.6,scattered clouds,2021-06-06 23:06:14
116,Port Hedland,AU,-20.3167,118.5667,22.03,33,61,5.14,broken clouds,2021-06-06 23:06:15
117,Nanortalik,GL,60.1432,-45.2371,6.82,74,100,6.22,overcast clouds,2021-06-06 23:06:16
118,Bredasdorp,ZA,-34.5322,20.0403,14.04,47,4,2.96,clear sky,2021-06-06 22:59:17
119,Dikson,RU,73.5069,80.5464,-1.47,92,100,5.35,overcast clouds,2021-06-06 22:55:59
120,Konotop,UA,51.2403,33.2026,11.95,94,76,2.0,broken clouds,2021-06-06 23:06:20
121,Kijang,KR,35.2442,129.2139,22.85,63,1,3.26,clear sky,2021-06-06 23:06:21
122,Necochea,AR,-38.5473,-58.7368,7.24,57,100,3.05,overcast clouds,2021-06-06 23:06:23
123,Nikolskoye,RU,59.7035,30.7861,15.94,83,70,1.63,broken clouds,2021-06-06 23:01:05
124,Torbay,CA,47.6666,-52.7314,6.53,89,75,7.72,broken clouds,2021-06-06 23:06:25
125,Nefteyugansk,RU,61.0998,72.6035,6.14,61,83,2.11,broken clouds,2021-06-06 23:06:26
126,Carros,FR,43.7894,7.184,17.95,88,75,1.86,broken clouds,2021-06-06 23:06:28
127,Kaitangata,NZ,-46.2817,169.8464,9.53,73,74,2.21,broken clouds,2021-06-06 23:06:29
128,Puerto Ayacucho,VE,5.6639,-67.6236,25.8,87,81,0.56,heavy intensity rain,2021-06-06 23:06:30
129,Codrington,AU,-38.2667,141.9667,14.04,62,100,10.09,overcast clouds,2021-06-06 22:58:14
130,Gladstone,AU,-23.85,151.25,19.32,58,40,3.09,scattered clouds,2021-06-06 23:06:34
131,Chumikan,RU,54.7183,135.315,4.84,84,88,1.99,overcast clouds,2021-06-06 23:05:08
132,Hervey Bay,AU,-25.2986,152.8535,20.02,77,1,1.79,clear sky,2021-06-06 23:06:36
133,Port Elizabeth,ZA,-33.918,25.5701,16.82,28,0,4.38,clear sky,2021-06-06 23:02:26
134,Kaeo,NZ,-35.1,173.7833,15.74,96,100,6.17,moderate rain,2021-06-06 23:06:39
135,Ust-Abakan,RU,53.8525,91.3742,8.95,87,0,2.02,clear sky,2021-06-06 23:06:40
136,Port Alfred,ZA,-33.5906,26.891,17.81,35,0,3.73,clear sky,2021-06-06 23:06:41
137,Puerto Leguizamo,CO,-0.1934,-74.7819,23.77,96,88,0.78,overcast clouds,2021-06-06 23:06:43
138,Darhan,MN,49.4867,105.9228,6.74,91,100,4.6,overcast clouds,2021-06-06 23:06:44
139,Mitsamiouli,KM,-11.3847,43.2844,25.86,69,57,7.15,broken clouds,2021-06-06 23:06:45
140,Nouadhibou,MR,20.931,-17.0347,19.24,82,94,10.32,overcast clouds,2021-06-06 23:05:52
141,Dunedin,NZ,-45.8742,170.5036,12.11,71,97,2.68,overcast clouds,2021-06-06 23:06:48
142,Meulaboh,ID,4.1363,96.1285,23.44,88,100,2.41,moderate rain,2021-06-06 23:06:49
143,Mahon,ES,39.8885,4.2658,16.31,88,0,2.06,clear sky,2021-06-06 23:06:50
144,Lyuban,BY,52.7985,28.0048,12.41,92,10,3.43,clear sky,2021-06-06 23:06:52
145,Butaritari,KI,3.0707,172.7902,28.1,72,12,3.79,light rain,2021-06-06 23:06:53
146,Manokwari,ID,-0.8667,134.0833,26.54,77,100,0.54,overcast clouds,2021-06-06 23:03:36
147,Garissa,KE,-0.4536,39.6401,24.05,71,9,8.11,clear sky,2021-06-06 23:06:55
148,Stanger,ZA,-29.3282,31.2895,15.0,87,0,3.51,clear sky,2021-06-06 23:06:57
149,Klaksvik,FO,62.2266,-6.589,9.51,99,100,6.96,overcast clouds,2021-06-06 23:06:58
150,Berlevag,NO,70.8578,29.0864,4.03,72,6,0.35,clear sky,2021-06-06 23:06:59
151,Coihaique,CL,-45.5752,-72.0662,6.97,81,75,3.09,light rain,2021-06-06 23:07:01
152,Mizdah,LY,31.4451,12.9801,25.37,22,10,4.41,clear sky,2021-06-06 23:07:03
153,Coari,BR,-4.085,-63.1414,24.86,91,80,1.09,broken clouds,2021-06-06 23:07:04
154,Baykit,RU,61.67,96.37,4.11,61,62,1.64,broken clouds,2021-06-06 23:07:06
155,Kodiak,US,57.79,-152.4072,13.27,52,12,2.74,few clouds,2021-06-06 23:07:07
156,Victoria,HK,22.2855,114.1577,28.03,86,47,3.13,scattered clouds,2021-06-06 23:02:59
157,Norman Wells,CA,65.282,-126.8329,11.02,71,75,2.57,light rain,2021-06-06 23:07:10
158,Talnakh,RU,69.4865,88.3972,-0.23,97,100,2.33,light snow,2021-06-06 23:07:11
159,Solnechnyy,RU,50.7214,136.6319,13.23,84,78,1.81,broken clouds,2021-06-06 23:07:12
160,Pangnirtung,CA,66.1451,-65.7125,0.27,93,26,1.28,scattered clouds,2021-06-06 23:07:14
161,Stephenville,US,32.2207,-98.2023,30.53,65,40,4.63,scattered clouds,2021-06-06 23:07:15
162,Hasaki,JP,35.7333,140.8333,21.77,83,100,0.5,overcast clouds,2021-06-06 23:07:16
163,San Carlos,VE,9.6612,-68.5827,23.03,96,100,0.97,overcast clouds,2021-06-06 23:07:17
164,Alice Springs,AU,-23.7,133.8833,4.75,75,12,1.37,few clouds,2021-06-06 23:06:01
165,Padang,ID,-0.9492,100.3543,24.22,78,78,1.71,broken clouds,2021-06-06 23:07:20
166,Redcliffe,AU,-27.2307,153.0973,17.3,60,75,3.16,broken clouds,2021-06-06 23:07:21
167,Kirakira,SB,-10.4544,161.9205,27.81,78,76,3.49,light rain,2021-06-06 23:05:33
168,Vrangel,RU,42.7297,133.0839,15.72,72,46,0.75,scattered clouds,2021-06-06 23:07:25
169,Moron,AR,-34.6534,-58.6198,11.68,82,99,1.34,light rain,2021-06-06 23:07:26
170,Gimli,CA,50.6336,-96.9907,26.14,50,41,8.34,scattered clouds,2021-06-06 23:07:29
171,Cerqueira Cesar,BR,-23.0356,-49.1661,19.16,48,91,1.94,overcast clouds,2021-06-06 23:07:30
172,Darnah,LY,32.767,22.6367,21.2,69,1,4.8,clear sky,2021-06-06 23:07:31
173,Tessalit,ML,20.1986,1.0114,34.95,13,48,2.22,scattered clouds,2021-06-06 23:07:34
174,Cherskiy,RU,68.75,161.3,20.02,35,100,8.67,overcast clouds,2021-06-06 23:07:35
175,Leningradskiy,RU,69.3833,178.4167,5.47,71,17,6.47,few clouds,2021-06-06 23:07:36
176,Pembroke,CA,45.8168,-77.1162,32.32,40,57,4.48,broken clouds,2021-06-06 23:06:40
177,Antigonish,CA,45.6169,-61.9986,13.9,80,86,1.89,overcast clouds,2021-06-06 23:07:39
178,Praia,CV,14.9215,-23.5087,23.3,73,40,8.75,scattered clouds,2021-06-06 23:07:40
179,Shenzhen,CN,22.5455,114.0683,27.93,83,60,3.02,broken clouds,2021-06-06 23:07:42
180,Port Lincoln,AU,-34.7333,135.8667,16.01,52,94,10.64,overcast clouds,2021-06-06 23:07:43
181,Kafanchan,NG,9.5833,8.3,21.22,94,62,1.67,broken clouds,2021-06-06 23:07:44
182,Abengourou,CI,6.7297,-3.4964,22.9,96,13,2.12,few clouds,2021-06-06 23:07:46
183,Fare,PF,-16.7,-151.0167,27.05,73,49,4.32,scattered clouds,2021-06-06 23:07:47
184,Monte Patria,CL,-30.6919,-70.9467,17.16,61,61,1.41,broken clouds,2021-06-06 23:07:48
185,Kruisfontein,ZA,-34.0033,24.7314,13.64,22,2,3.69,clear sky,2021-06-06 23:07:50
186,Margate,GB,51.3813,1.3862,17.24,87,54,0.89,broken clouds,2021-06-06 23:07:51
187,Pangkalanbuun,ID,-2.6833,111.6167,23.31,98,82,1.09,light rain,2021-06-06 23:07:52
188,Nhulunbuy,AU,-12.2333,136.7667,27.34,74,90,5.66,overcast clouds,2021-06-06 23:07:54
189,Yakeshi,CN,49.2833,120.7333,15.78,57,2,2.27,clear sky,2021-06-06 23:07:55
190,Dauphin,CA,51.1494,-100.0502,24.08,29,1,11.83,clear sky,2021-06-06 23:07:56
191,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,20.96,76,29,2.26,scattered clouds,2021-06-06 23:07:58
192,Longyearbyen,SJ,78.2186,15.6401,1.91,75,0,3.6,clear sky,2021-06-06 23:07:59
193,Koshurnikovo,RU,54.1667,93.3,6.21,97,98,1.19,overcast clouds,2021-06-06 23:08:01
194,Saldanha,ZA,-33.0117,17.9442,20.37,36,2,11.97,clear sky,2021-06-06 23:08:02
195,Lagoa,PT,39.05,-27.9833,17.68,88,100,5.23,overcast clouds,2021-06-06 23:08:03
196,Sakakah,SA,29.9697,40.2064,27.67,18,0,4.22,clear sky,2021-06-06 23:08:06
197,Inhambane,MZ,-23.865,35.3833,19.56,74,82,4.9,light rain,2021-06-06 23:08:07
198,Bajil,YE,15.0584,43.2851,32.24,46,5,2.71,clear sky,2021-06-06 23:08:08
199,Chuy,UY,-33.6971,-53.4616,10.21,79,83,2.66,broken clouds,2021-06-06 23:08:10
200,Nicoya,CR,10.1483,-85.452,27.75,72,95,1.56,overcast clouds,2021-06-06 23:08:11
201,Dicabisagan,PH,17.0818,122.4157,27.47,83,99,1.47,overcast clouds,2021-06-06 23:08:12
202,Wakkanai,JP,45.4094,141.6739,11.49,93,91,5.28,overcast clouds,2021-06-06 23:08:13
203,Katsuura,JP,35.1333,140.3,22.88,90,97,0.51,overcast clouds,2021-06-06 23:08:15
204,Buala,SB,-8.145,159.5921,29.0,72,48,3.87,light rain,2021-06-06 23:08:16
205,Hithadhoo,MV,-0.6,73.0833,28.19,73,11,5.52,few clouds,2021-06-06 23:08:17
206,Tonekabon,IR,36.8163,50.8738,20.97,86,62,1.65,broken clouds,2021-06-06 23:08:19
207,Cockburn Town,TC,21.4612,-71.1419,26.65,80,18,9.83,few clouds,2021-06-06 23:08:20
208,Nishihara,JP,26.1842,127.7558,24.03,91,90,2.76,mist,2021-06-06 23:08:21
209,Igrim,RU,63.1906,64.4162,3.43,58,51,1.77,broken clouds,2021-06-06 23:08:22
210,Cairns,AU,-16.9167,145.7667,22.97,86,90,4.12,overcast clouds,2021-06-06 23:08:24
211,Warrnambool,AU,-38.3833,142.4833,13.78,61,100,11.02,overcast clouds,2021-06-06 23:08:25
212,Mezen,RU,65.8522,44.24,1.13,80,9,2.36,clear sky,2021-06-06 23:08:26
213,Kieta,PG,-6.2167,155.6333,28.06,78,84,2.13,light rain,2021-06-06 23:08:29
214,Kikuyu,KE,-1.2458,36.6633,10.97,92,46,1.32,scattered clouds,2021-06-06 23:08:30
215,Faya,SA,18.3851,42.4509,20.29,48,6,1.23,clear sky,2021-06-06 23:08:31
216,Marabba,SD,12.35,32.1833,27.16,51,99,9.22,light rain,2021-06-06 23:08:33
217,Riyadh,SA,24.6877,46.7219,34.08,16,0,2.57,clear sky,2021-06-06 23:08:34
218,Esperance,AU,-33.8667,121.9,14.26,61,100,12.25,overcast clouds,2021-06-06 23:08:35
219,Emerald,AU,-23.5333,148.1667,15.75,43,0,3.19,clear sky,2021-06-06 23:08:36
220,Touros,BR,-5.1989,-35.4608,24.5,86,12,5.74,few clouds,2021-06-06 23:08:39
221,Susanville,US,40.4163,-120.653,27.91,21,1,8.94,clear sky,2021-06-06 23:08:40
222,Bengkulu,ID,-3.8004,102.2655,23.1,89,25,1.66,scattered clouds,2021-06-06 23:08:41
223,Siilinjarvi,FI,63.0833,27.6667,17.01,67,0,3.99,clear sky,2021-06-06 23:08:43
224,Pavlovka,RU,52.6897,47.1405,13.01,90,52,0.98,broken clouds,2021-06-06 23:08:44
225,Tura,IN,25.5198,90.2201,22.19,98,82,3.34,broken clouds,2021-06-06 23:08:45
226,Charlestown,AU,-32.95,151.6667,12.34,75,62,1.34,broken clouds,2021-06-06 23:06:03
227,Tshikapa,CD,-6.4167,20.8,24.46,49,69,0.94,broken clouds,2021-06-06 23:08:48
228,Saint-Augustin,CA,51.226,-58.6502,12.76,56,64,5.44,broken clouds,2021-06-06 23:08:49
229,Kavieng,PG,-2.5744,150.7967,27.95,75,56,2.72,light rain,2021-06-06 23:08:50
230,Kot Radha Kishan,PK,31.1725,74.0997,32.06,27,0,1.85,clear sky,2021-06-06 23:08:52
231,Bure,ET,10.7,37.0667,15.6,68,43,1.49,scattered clouds,2021-06-06 23:08:53
232,Wagar,SD,16.1525,36.2032,33.38,22,56,2.99,broken clouds,2021-06-06 23:08:54
